188.40.96.177,8118,,,,,,
58.27.59.249,80,,,,,,
181.129.52.155,42648,,,,,,
103.244.7.221,3129,,,,,,
157.100.12.138,999,,,,,,
144.76.119.59,1988,,,,,,
145.40.121.73,3128,,,,,,
154.16.180.182,3128,,,,,,
210.212.227.67,3128,,,,,,
95.213.4.228,80,,,,,,
138.0.126.220,6666,,,,,,
51.79.50.46,9300,,,,,,
133.242.171.216,3128,,,,,,
198.167.206.101,8888,,,,,,
162.254.3.9,8080,,,,,,
185.217.137.241,1337,,,,,,
15.235.150.136,80,,,,,,
49.51.90.57,3128,,,,,,
200.25.254.193,54240,,,,,,
183.88.130.105,8080,,,,,,
118.99.124.141,8080,,,,,,
46.161.195.105,1981,,,,,,
43.205.181.141,3128,,,,,,
8.210.83.33,80,,,,,,
43.135.156.130,59394,,,,,,
212.107.28.122,80,,,,,,
208.73.233.1,8080,,,,,,
103.239.201.86,1337,,,,,,
119.252.168.218,7676,,,,,,
45.117.77.41,80,,,,,,
43.135.157.80,59394,,,,,,
93.125.65.212,3128,,,,,,
3.38.87.63,8888,,,,,,
162.19.50.37,80,,,,,,
212.50.36.5,8083,,,,,,
50.235.149.74,8080,,,,,,
31.206.250.132,9090,,,,,,
212.23.217.66,8080,,,,,,
187.130.139.197,8080,,,,,,
122.49.208.243,3128,,,,,,
8.210.37.63,1234,,,,,,
47.91.107.139,8080,,,,,,
124.105.97.186,8080,,,,,,
110.34.3.229,3128,,,,,,
221.132.18.26,8090,,,,,,
103.172.70.81,8080,,,,,,
118.173.242.189,8080,,,,,,
167.71.212.129,35111,,,,,,
198.27.74.6,9300,,,,,,
216.137.184.253,80,,,,,,
8.219.74.58,2080,,,,,,
159.203.104.153,8200,,,,,,
213.32.75.44,5566,,,,,,
103.155.54.14,83,,,,,,
190.112.38.193,5555,,,,,,
120.150.107.94,8080,,,,,,
103.60.173.114,8080,,,,,,
165.192.111.151,3129,,,,,,
209.97.173.38,44433,,,,,,
75.126.253.8,8080,,,,,,
85.195.104.71,80,,,,,,
45.79.110.81,80,,,,,,
103.156.71.115,8082,,,,,,
181.49.23.78,999,,,,,,
181.129.188.98,9090,,,,,,
36.91.87.143,8080,,,,,,
116.105.107.175,10000,,,,,,
188.121.121.183,3128,,,,,,
136.233.136.41,48976,,,,,,
188.163.171.198,8080,,,,,,
85.94.81.194,8080,,,,,,
186.251.203.149,8080,,,,,,
170.80.202.247,999,,,,,,
42.3.182.146,80,,,,,,
164.68.124.245,80,,,,,,
176.241.142.3,8081,,,,,,
190.60.36.125,999,,,,,,
109.107.155.131,8090,,,,,,
46.171.63.106,8080,,,,,,
161.35.161.38,80,,,,,,
117.54.114.96,80,,,,,,
37.112.57.47,8080,,,,,,
1.224.3.122,3888,,,,,,
174.94.227.20,80,,,,,,
64.227.14.149,80,,,,,,
103.159.196.215,1085,,,,,,
110.139.128.232,3127,,,,,,
43.249.140.230,8080,,,,,,
54.36.239.180,5000,,,,,,
155.138.197.162,80,,,,,,
41.188.149.76,80,,,,,,
124.13.181.7,80,,,,,,
47.91.95.174,8888,,,,,,
204.185.204.64,8080,,,,,,
47.74.152.29,8888,,,,,,
20.210.113.32,8123,,,,,,
185.15.172.212,3128,,,,,,
41.65.0.206,1976,,,,,,
139.99.50.116,92,,,,,,
104.144.72.131,6163,,,,,,
45.192.157.10,6137,,,,,,
194.50.243.25,3128,,,,,,
154.92.124.158,5186,,,,,,
193.202.126.29,92,,,,,,
154.202.109.227,3128,,,,,,
154.202.109.201,3128,,,,,,
154.202.96.210,3128,,,,,,
154.202.109.149,3128,,,,,,
154.201.61.34,3128,,,,,,
23.229.125.124,9153,,,,,,
198.12.112.222,5233,,,,,,
154.201.62.160,3128,,,,,,
154.202.120.120,3128,,,,,,
154.202.97.121,3128,,,,,,
154.202.98.178,3128,,,,,,
154.202.108.138,3128,,,,,,
154.202.98.116,3128,,,,,,
154.202.109.161,3128,,,,,,
154.202.97.109,3128,,,,,,
154.202.110.252,3128,,,,,,
154.202.97.189,3128,,,,,,
37.35.41.35,8381,,,,,,
104.249.29.185,5878,,,,,,
154.202.102.46,3128,,,,,,
154.202.121.205,3128,,,,,,
103.168.254.66,8085,,,,,,
173.212.195.139,80,,,,,,
170.155.2.119,80,,,,,,
103.77.185.122,80,,,,,,
78.28.152.111,80,,,,,,
181.16.201.53,80,,,,,,
51.15.242.202,8888,,,,,,
167.172.158.85,81,,,,,,
104.254.246.152,80,,,,,,
128.199.97.42,80,,,,,,
104.45.128.122,80,,,,,,
202.6.233.133,80,,,,,,
68.183.230.116,39517,,,,,,
157.100.26.69,80,,,,,,
141.95.122.232,80,,,,,,
167.71.211.10,80,,,,,,
168.119.53.93,80,,,,,,
172.105.172.220,3128,,,,,,
100.20.156.53,80,,,,,,
185.216.116.18,80,,,,,,
54.86.198.153,80,,,,,,
52.200.191.158,80,,,,,,
182.72.203.243,80,,,,,,
54.246.207.78,80,,,,,,
190.92.134.220,80,,,,,,
20.205.46.128,80,,,,,,
3.133.109.52,80,,,,,,
51.91.210.72,80,,,,,,
135.125.216.93,80,,,,,,
124.13.181.4,80,,,,,,
69.58.12.137,8142,,,,,,
45.14.193.17,6642,,,,,,
154.202.111.31,3128,,,,,,
104.227.120.210,7284,,,,,,
62.244.5.229,92,,,,,,
154.202.97.223,3128,,,,,,
154.202.121.191,3128,,,,,,
154.202.109.229,3128,,,,,,
154.202.98.126,3128,,,,,,
154.202.121.99,3128,,,,,,
154.201.61.36,3128,,,,,,
154.202.122.194,3128,,,,,,
23.250.101.62,8114,,,,,,
185.192.125.109,92,,,,,,
198.105.111.239,6917,,,,,,
45.192.157.7,6134,,,,,,
154.202.110.44,3128,,,,,,
154.84.142.4,3128,,,,,,
156.238.7.204,6216,,,,,,
173.211.8.34,6146,,,,,,
45.130.60.47,9574,,,,,,
154.202.121.137,3128,,,,,,
154.202.120.178,3128,,,,,,
23.230.44.136,3128,,,,,,
154.202.109.187,3128,,,,,,
104.249.29.72,5765,,,,,,
162.12.205.100,92,,,,,,
104.227.133.186,7248,,,,,,
154.202.97.23,3128,,,,,,
104.168.22.162,3128,,,,,,
107.173.107.108,3128,,,,,,
89.34.25.118,92,,,,,,
154.84.143.146,3128,,,,,,
185.245.27.48,6821,,,,,,
185.102.49.148,6486,,,,,,
194.50.243.65,3128,,,,,,
66.78.34.38,5657,,,,,,
154.84.143.132,3128,,,,,,
154.202.97.105,3128,,,,,,
154.202.97.117,3128,,,,,,
138.128.121.150,9222,,,,,,
154.201.61.108,3128,,,,,,
194.50.243.53,3128,,,,,,
161.123.130.205,5876,,,,,,
154.202.121.161,3128,,,,,,
154.202.96.22,3128,,,,,,
154.201.63.212,3128,,,,,,
139.99.50.118,92,,,,,,
45.130.60.202,9729,,,,,,
154.202.120.128,3128,,,,,,
23.254.30.14,8548,,,,,,
144.168.146.152,7695,,,,,,
154.202.109.121,3128,,,,,,
154.201.63.186,3128,,,,,,
154.202.120.150,3128,,,,,,
161.123.101.116,6742,,,,,,
154.202.98.70,3128,,,,,,
193.107.43.128,92,,,,,,
103.64.13.198,92,,,,,,
154.84.143.80,3128,,,,,,
216.218.132.241,92,,,,,,
162.12.205.98,92,,,,,,
154.202.120.252,3128,,,,,,
154.202.122.220,3128,,,,,,
154.84.140.177,3128,,,,,,
194.50.243.157,3128,,,,,,
185.230.46.104,5753,,,,,,
176.103.235.232,92,,,,,,
154.202.121.159,3128,,,,,,
27.102.128.142,92,,,,,,
154.202.120.18,3128,,,,,,
104.249.29.218,5911,,,,,,
154.202.105.179,3128,,,,,,
154.201.62.82,3128,,,,,,
154.201.62.252,3128,,,,,,
45.192.148.1,6335,,,,,,
107.172.226.130,3128,,,,,,
